2011/06/03,350,352,345,346,3,511,000,346
2011/06/06,347,347,340,341,2,271,000,341
2011/06/07,340,342,336,337,4,328,000,337
2011/06/08,338,345,338,343,3,894,000,343
2011/06/09,341,345,339,344,2,965,000,344
2011/06/10,348,349,342,345,5,196,000,345
2011/06/13,340,343,340,342,1,113,000,342
2011/06/14,342,349,341,347,1,321,000,347
2011/06/15,346,352,346,350,1,628,000,350
2011/06/16,350,362,348,356,5,696,000,356
2011/06/17,354,355,347,348,4,105,000,348
2011/06/20,354,359,350,351,4,227,000,351
2011/06/21,355,369,353,369,8,833,000,369
2011/06/22,375,385,373,382,10,159,000,382
2011/06/23,377,388,377,377,5,662,000,377
2011/06/24,382,384,377,382,5,025,000,382
2011/06/27,378,382,376,378,4,116,000,378
2011/06/28,383,387,379,381,3,819,000,381
2011/06/29,386,386,380,382,5,796,000,382
2011/06/30,384,387,384,385,3,828,000,385
2015/08/24,569,584,554,554,8,793,000,554
2015/08/25,546,572,539,550,10,339,000,550
2015/08/26,546,553,538,549,8,190,000,549
2015/08/27,555,559,544,546,5,412,000,546
2015/08/28,556,562,554,560,4,691,000,560
2015/08/31,562,572,557,562,4,855,000,562
2015/09/01,564,575,552,552,6,359,000,552
2015/09/02,547,549,528,530,5,874,000,530
2015/09/03,534,541,529,530,4,705,000,530
2015/09/04,537,546,531,536,8,750,000,536
2015/09/07,531,537,523,534,5,197,000,534
2015/09/08,534,546,534,538,4,987,000,538
2015/09/09,553,577,552,577,7,364,000,577
2015/09/10,562,578,559,574,5,624,000,574
2015/09/11,574,583,571,578,6,502,000,578
2015/09/14,580,583,571,576,4,179,000,576
2015/09/15,580,597,577,579,4,724,000,579
2015/09/16,580,581,567,571,4,620,000,571
2015/09/17,579,580,566,573,4,104,000,573
2015/09/18,570,571,556,556,5,321,000,556
2015/09/24,555,562,547,547,3,704,000,547
2015/09/25,547,549,535,548,5,050,000,548
